id,target
1299,8.246168
1301,8.208138
1302,8.239606
1303,8.155189
1306,8.085748
1308,8.290322
1310,8.396628
1311,7.8792343
1314,8.070603
1317,8.15233
1319,7.9968514
1323,8.3341875
1325,8.073299
1331,7.9555078
1332,8.01959
1335,8.458835
1337,7.8589554
1338,8.312596
1340,8.024109
1341,8.128576
1343,8.025073
1345,8.451995
1346,8.294948
1347,8.161985
1349,8.172413
1351,8.392494
1357,8.192205
1364,8.814084
1365,7.9470778
1366,7.854285
1369,7.9880395
1371,8.432377
1373,8.173696
1382,8.410293
1385,8.312387
1386,8.092875
1389,8.238234
1392,8.203629
1394,8.162001
1398,8.18556
1400,8.093968
1401,8.497484
1403,8.317213
1405,8.004904
1406,8.139536
1413,8.1014
1414,8.25408
1415,8.221392
1420,8.166919
1421,8.377617
1423,7.9032836
1426,7.98031
1427,8.071196
1428,8.322597
1429,8.32386
1430,8.21375
1431,8.1630535
1432,8.502675
1434,8.30599
1435,8.218532
1436,8.372735
1439,8.393618
1443,8.579493
1444,8.008108
1445,8.288861
1447,8.071182
1450,7.800644
1451,8.046934
1452,8.631508
1453,8.662833
1454,8.289928
1455,8.529461
1457,8.345231
1459,8.036598
1466,8.205098
1467,8.298524
1468,8.505603
1469,8.530794
1472,8.149433
1475,8.349628
1476,8.041561
1477,7.98438
1483,8.148723
1484,8.191546
1485,8.3995
1488,8.077968
1491,8.489795
1494,8.095449
1498,8.096556
1502,7.9932084
1503,8.145993
1506,8.136362
1509,8.386653
1511,8.0410185
1516,8.494299
1518,8.259294
1519,8.04289
1523,8.12071
1526,8.172536
1532,8.367796
1535,7.997705
1538,8.23643
1539,7.920453
1541,8.475454
1543,8.042757
1544,8.352033
1546,8.118447
1547,8.134098
1548,8.187332
1555,8.178582
1556,8.347904
1558,8.691033
1559,8.334372
1561,8.3673315
1562,8.365613
1564,8.17415
1567,8.087542
1568,7.954158
1569,8.471029
1575,8.459298
1576,8.027063
1578,8.157504
1583,8.397081
1584,8.35038
1587,8.536868
1595,8.327381
1596,8.309493
1597,8.463254
1601,8.247779
1604,8.298807
1611,8.037691
1613,8.12266
1615,8.104061
1616,8.406689
1620,8.454989
1622,8.036916
1626,8.187529
1628,8.233302
1629,8.257345
1633,7.866206
1635,8.168927
1636,8.366123
1637,8.068949
1640,8.410753
1642,7.879377
1643,8.287582
1644,8.030382
1646,8.090105
1647,8.156278
1648,8.221846
1654,8.124147
1657,8.186274
1658,8.590672
1661,8.390587
1668,8.166615
1669,8.021094
1670,8.2158785
1672,8.459761
1675,8.668922
1676,8.371586
1678,8.450773
1679,8.107702
1684,8.007578
1686,8.622332
1691,8.236536
1692,7.9893723
1697,7.993132
1699,8.29143
1700,8.268328
1703,8.455181
1704,7.940654
1707,7.713858
1708,8.3973875
1711,8.051337
1713,8.282755
1714,8.114901
1717,8.287575
1721,8.46249
1723,7.932477
1724,8.580513
1727,7.9508276
1728,8.1528845
1731,8.139766
1735,8.335474
1736,8.250612
1738,8.234792
1740,8.394208
1741,8.147782
1743,8.151515
1744,8.279299
1745,7.7156014
1746,8.170266
1747,8.600435
1750,8.138256
1753,8.363084
1760,7.8161583
1762,8.167124
1763,8.5341625
1764,8.292906
1766,8.65861
1767,7.9974732
1769,8.072948
1770,8.282194
1773,8.166906
1775,8.005569
1779,8.356836
1785,8.523779
1786,8.0447645
1787,8.18576
1791,8.522006
1794,8.179953
1795,8.03534
1801,7.977549
1805,8.3948345
1811,8.154263
1815,8.435623
1816,8.606278
1820,8.184123
1822,8.425558
1823,8.432052
1824,8.1862955
1825,8.233773
1826,8.131421
1829,8.062059
1831,8.157514
1834,8.233234
1835,8.236063
1837,7.706443
1839,8.376336
1850,8.226669
1851,8.573668
1852,8.605272
1853,8.400848
1854,8.735888
1855,8.104413
1857,8.304481
1859,8.170557
1860,8.319576
1861,8.307366
1864,8.066697
1865,8.065153
1867,8.082423
1871,8.3762865
1872,7.8305197
1873,8.319468
1875,7.739972
1876,8.008583
1880,7.792859
1882,8.224528
1883,8.343013
1885,8.475788
1888,8.220795
1894,8.315218
1902,8.1419735
1903,8.254673
1908,8.200143
1910,8.5712185
1915,7.950721
1921,8.3823185
1923,8.101858
1929,8.349649
1930,8.213651
1932,8.470697
1935,7.9991136
1936,8.315802
1937,8.189226
1938,8.319458
1939,8.297413
1945,8.017903
1947,8.211569
1950,8.285799
1952,8.253369
1955,8.316267
1962,8.232333
1963,8.107135
1964,8.2007675
1967,8.291379
1968,8.320004
1969,8.470514
1972,8.395534
1974,8.366481
1977,8.306711
1978,8.282053
1979,8.279961
1982,8.391103
1984,8.056475
1985,8.46056
1988,8.292881
1989,8.288292
1992,8.304581
1994,8.401944
1995,8.197008
1996,8.243616
2001,7.8625016
2003,8.031885
2007,8.746954
2008,8.278074
2010,8.281504
2011,8.364118
2012,8.375619
2014,8.197969
2015,8.14989
2017,7.747757
2018,8.225294
2020,8.270413
2023,8.303899
2024,8.546514
2025,8.166651
2028,8.467204
2029,8.373718
2033,8.162123
2034,8.289509
2035,8.260173
2036,7.9776015
2037,8.09661
2038,8.150993
2039,8.40019
2045,8.547107
2046,8.107337
2052,8.478989
2059,8.318599
2063,7.9761214
2064,8.23575
2065,7.8643694
2066,8.1030035
2069,8.389057
2078,8.502704
2082,8.297777
2086,8.367737
2090,8.3510685
2095,7.9310646
2097,8.610313
2100,8.38518
2101,8.148408
2103,8.407103
2104,8.525226
2105,8.302518
2107,8.408413
2108,8.304415
2109,8.152742
2111,7.8091116
2112,8.148672
2114,7.672615
2115,8.370939
2116,8.280063
2117,8.772577
2118,8.195476
2119,8.211092
2120,8.175413
2121,8.080244
2122,8.168841
2123,8.2659445
2124,8.416288
2126,8.323303
2129,8.299387
2130,8.378959
2131,8.317911
2134,8.426565
2136,8.36293
2137,8.003794
2141,8.0046425
2142,8.13118
2148,8.107046
2150,8.303285
2153,8.19455
2154,8.543039
2155,8.688761
2156,8.025717
2158,8.197828
2159,7.9578643
2164,8.066282
2165,8.223951
2166,8.504122
2170,8.205895
2174,8.317814
2175,8.359708
2178,7.8531175
2179,8.28033
2184,8.15934
2185,8.2098675
2186,8.341902
2190,8.186598
2195,7.9519143
2196,8.5707
2197,8.056589
2198,8.4331
2199,8.338858
2201,8.15008
2203,8.459318
2204,7.3327203
2205,8.108731
2206,8.231725
2211,8.400182
2214,8.144585
2216,8.488272
2217,8.265309
2218,7.871424
2219,8.634459
2220,8.123988
2221,8.409343
2222,8.120843
2224,8.25764
2227,8.2800865
2231,8.185298
2236,8.125729
2237,8.301979
2238,8.10027
2240,8.352102
2242,8.036277
2246,8.181868
2248,8.236451
2253,8.519435
2254,7.9809556
2256,8.282836
2260,8.48625
2264,7.8858542
2267,8.0278225
2269,8.391921
2270,8.381949
2271,7.7909293
2276,8.111972
2280,8.549842
2281,8.2107115
2284,8.064484
2286,7.941387
2288,8.34137
2289,8.242213
2295,8.622221
2302,8.078261
2307,7.9126725
2308,8.16465
2309,8.35578
2310,8.4016075
2312,8.538526
2316,8.015724
2321,8.364418
2323,8.209837
2326,8.100578
2327,8.208736
2329,8.331929
2330,8.474093
2331,8.364145
2334,8.583333
2337,8.302533
2338,8.393488
2342,8.3375845
2346,8.37845
2350,7.856723
2351,8.333646
2355,7.852233
2356,7.848625
2357,8.409507
2359,8.345373
2361,7.811891
2365,8.506758
2369,8.410773
2372,7.8777466
2377,8.253099
2379,8.521884
2380,8.417923
2381,8.195696
2383,8.017101
2388,8.18371
2389,8.547212
2390,8.126481
2392,8.368599
2393,8.276566
2396,7.9031677
2398,8.418157
2399,8.316389
2400,8.145679
2402,8.193418
2404,8.30615
2406,8.452453
2410,8.466098
2413,8.095929
2417,8.042918
2420,8.22233
2421,8.26095
2425,8.280872
2434,8.337755
2435,8.4470625
2438,8.41687
2439,8.433838
2443,8.196171
2445,7.972711
2446,8.409216
2448,8.537401
2451,8.407154
2452,7.9622755
2453,7.6540246
2455,8.482703
2457,8.140477
2458,8.095105
2460,8.729611
2462,8.107706
2464,8.702421
2465,8.132391
2470,8.252105
2475,8.353182
2476,8.269735
2478,8.560225
2485,8.009167
2486,7.9635878
2487,8.480148
2489,8.2570715
2493,7.9381256
2494,8.658094
2497,8.122027
2499,8.308678
2500,8.404493
2505,8.355656
2506,8.415036
2511,7.9414034
2514,8.065211
2515,8.196402
2518,8.394119
2523,7.8612967
2524,8.3149805
2526,8.379515
2529,8.500364
2533,8.131773
2537,8.261794
2538,7.7725983
2540,7.9552064
2542,8.4018545
2544,8.2655
2545,8.382443
2547,8.301821
2550,8.3716345
2551,8.174715
2555,7.7855163
2558,8.308067
2559,8.246887
2560,7.9621477
2563,8.143655
2572,8.279797
2573,8.193672
2574,8.469017
2575,8.395308
2576,8.17371
2578,8.093563
2579,7.978611
2584,8.314232
2585,8.3330765
2587,7.977544
2589,8.164473
2594,7.8968887
2595,8.378921
2597,8.075957
2598,8.400447
2602,8.050977
2603,8.32181
2604,8.293069
2606,8.31189
2607,8.518316
2608,8.174585
2610,8.546965
2611,8.326409
2614,8.452769
2617,8.54716
2620,7.987798
2624,8.335816
2625,8.286061
2626,8.178716
2627,8.143246
2629,7.869793
2630,8.514292
2632,8.511447
2638,8.444842
2639,8.320248
2648,8.416275
2649,8.421639
2655,8.532202
2656,8.174819
2657,8.2256775
2659,8.906873
2660,8.384382
2661,8.249491
2663,8.439546
2665,8.471811
2668,8.124472
2670,8.384844
2674,8.147963
2675,8.207093
2680,7.980834
2682,8.244456
2683,8.405754
2684,8.284404
2687,8.216514
2688,8.634623
2689,8.021744
2690,7.918289
2691,8.508305
2693,8.45598
2694,8.022322
2699,7.9745994
2702,8.511838
2703,8.333842
2709,8.581196
2716,8.259779
2717,8.036769
2719,8.16756
2721,8.438631
2722,8.452581
2732,7.970842
2735,7.9550667
2739,7.6517553
2743,7.7119207
2744,8.257448
2747,8.425714
2748,8.135499
2750,7.982512
2752,8.389553
2753,8.2439575
2755,8.633913
2756,8.058043
2759,8.262334
2761,8.51672
2762,8.093771
2763,8.091467
2764,8.214929
2770,8.407861
2771,8.031476
2772,8.423957
2773,8.154479
2775,8.155153
2780,8.237402
2782,7.75587
2783,7.8793306
2789,8.307317
2796,8.5436535
2798,8.270071
2799,8.217015
2800,8.5332155
2806,8.088089
2807,8.063317
2814,8.031941
2817,8.391301
2818,8.458352
2820,8.446957
2821,8.105063
2822,7.884038
2826,8.375312
2827,8.071783
2828,8.328061
2830,8.40087
2831,8.282064
2832,8.53492
2841,8.484212
2842,7.779258
2848,8.250515
2849,8.008881
2851,8.4518385
2852,8.179489
2853,8.032231
2854,7.498674
2860,7.9031854
2862,8.273784
2865,8.340159
2866,8.04077
2867,8.342228
2870,8.271395
2875,8.41809
2877,8.346468
2878,7.81952
2879,8.317398
2882,8.518067
2883,8.22396
2884,8.55651
2885,8.503596
2886,8.489991
2887,8.162365
2889,8.280365
2890,8.288641
2895,7.9929276
2896,8.081645
2897,8.147779
2899,8.113786
2902,8.305554
2908,8.0882015
2914,8.228004
2916,8.065715
2917,8.388754
2918,8.171768
2920,8.261355
2922,8.301514
2925,8.50724
2928,8.002169
2929,8.117743
2932,7.8904066
2933,8.04627
2934,8.130002
2935,8.452122
2936,8.070925
2937,8.3541155
2939,8.283346
2943,8.671766
2946,8.3548355
2949,7.91914
2950,8.12815
2951,8.404745
2953,8.316107
2959,7.954727
2963,8.250313
2967,8.08221
2970,8.252768
2974,8.207497
2977,8.300913
2980,8.162971
2981,8.210455
2986,8.094924
2987,8.291307
2988,8.571114
2991,8.1253195
2993,8.368804
2994,8.296434
2995,8.254884
2996,8.364462
3001,7.987643
3003,8.009503
3005,8.138496
3008,8.351738
3009,8.191771
3010,8.086717
3011,8.212206
3012,8.275466
3017,8.335346
3020,7.9398103
3021,8.099285
3022,8.224523
3027,8.223135
3030,8.233915
3031,8.744202
3032,8.543892
3033,8.358535
3035,8.3269005
3038,8.519649
3040,8.042455
3043,8.268812
3045,8.364885
3046,8.256899
3057,7.9931808
3058,8.400847
3059,8.249723
3061,8.104606
3062,8.147354
3063,8.156363
3064,8.007556
3067,8.18794
3068,7.7980986
3070,7.898604
3074,8.15498
3076,8.397142
3077,8.262297
3078,8.330437
3079,8.014699
3082,8.283646
3083,8.204752
3084,8.009466
3088,8.456503
3089,7.8939414
3090,8.193851
3091,8.502634
3092,8.157678
3093,8.005989
3097,8.29774
3098,8.393839
3099,8.473239
3104,8.139631
3105,8.477988
3106,8.331697
3108,8.453929
3110,8.28502
3112,8.26128
3113,8.298906
3114,8.024797
3117,7.973857
3118,8.293362
3122,8.317732
3124,8.15721
3126,8.226067
3129,8.096167
3131,8.335645
3133,8.213676
3135,8.480772
3138,8.463153
3140,8.014921
3146,8.32257
3152,8.050017
3156,8.3678665
3157,8.000352
3158,8.514944
3159,8.177865
3160,8.3088045
3164,8.385291
3172,8.197185
3174,8.459203
3175,8.317851
3177,7.993674
3183,8.340176
3190,8.158621
3192,8.305567
3195,8.703937
3196,8.506801
3203,8.39144
3208,8.320142
3209,8.079872
3210,8.3335705
3211,8.235602
3215,8.436048
3216,8.298864
3218,8.48134
3220,8.590105
3224,8.613912
3231,8.308859
3234,8.28673
3235,8.489535
3236,8.340955
3237,8.32728
3239,8.058086
3242,8.266706
3245,8.089842
3251,8.2827425
3254,8.194822
3256,8.010373
3258,8.25033
3260,8.200606
3267,8.6292925
3268,8.230767
3270,8.090675
3272,8.630449
3273,7.9316077
3274,8.0389385
3276,7.9251966
3277,7.9501314
3279,7.8845863
3280,8.423978
3282,8.112849
3283,8.410944
3286,8.207426
3288,7.9739504
3290,8.192667
3296,8.431475
3298,8.3708725
3301,8.213007
3302,7.8802047
3304,8.319037
3305,8.05544
3309,8.061854
3311,8.487951
3316,8.178331
3317,8.045401
3318,8.415042
3328,8.435787
3330,7.8345323
3331,8.416013
3332,8.47817
3334,8.377588
3337,7.9410515
3338,8.003686
3343,8.285047
3346,8.227107
3353,8.416695
3354,8.020368
3360,8.247278
3366,8.079863
3367,8.314074
3370,8.0902405
3371,8.21127
3372,8.079985
3374,8.496865
3376,8.192274
3378,8.308328
3379,8.303091
3382,8.440542
3383,8.017841
3385,8.535517
3386,8.059625
3396,8.293181
3400,8.2106
3401,8.22724
3403,8.36915
3408,8.512352
3412,8.556346
3415,8.697534
3416,8.372527
3420,8.255285
3422,8.106247
3424,7.908658
3427,8.360621
3428,8.319767
3430,8.188093
3431,8.44024
3432,8.326843
3440,8.289061
3441,8.137558
3442,8.560764
3444,8.039724
3445,8.20468
3446,8.146741
3449,8.310295
3453,8.562513
3454,8.594309
3459,8.408628
3462,7.7707186
3463,8.651067
3464,8.19596
3465,8.315501
3469,7.807894
3470,8.226552
3471,8.35268
3472,8.452396
3476,8.1996975
3477,8.167343
3479,8.255578
3493,8.106821
3494,8.207251
3496,8.633999
3497,8.055177
3498,8.223761
3502,8.354204
3505,8.192009
3506,8.297045
3508,7.5365915
3512,8.534004
3513,8.240997
3514,8.111674
3518,8.391081
3520,8.074907
3524,8.67024
3525,8.244558
3529,7.969803
3530,8.012526
3532,8.368683
3535,8.281881
3539,8.424029
3540,8.376836
3543,8.215564
3547,8.723286
3548,8.153711
3549,8.471861
3558,7.9863763
3561,8.252279
3562,8.044981
3565,8.557848
3568,8.47224
3570,8.083368
3581,8.152329
3585,7.8327303
3586,7.9103327
3589,8.364674
3591,8.306041
3592,8.446291
3598,7.7857943
3602,8.160776
3603,7.7770147
3606,8.114029
3610,8.112712
3611,7.796195
3612,8.408092
3614,8.416854
3619,8.381412
3620,8.076352
3622,8.45495
3624,8.182238
3628,8.133148
3630,8.229899
3639,8.389031
3642,8.630339
3649,8.155527
3650,8.507505
3651,8.416633
3652,8.083803
3654,8.1721115
3657,8.232721
3661,8.297066
3662,7.8272505
3664,8.422653
3670,8.274023
3673,8.312121
3677,8.402586
3678,8.391535
3679,8.383871
3682,8.403046
3683,8.217166
3686,8.273448
3687,8.67777
3690,8.216387
3692,8.145742
3694,8.089172
3697,7.820485
3698,8.174887
3701,8.361832
3702,8.381781
3703,8.294218
3709,8.531204
3712,8.119573
3717,8.614334
3722,8.222973
3726,8.416434
3731,8.500183
3735,8.279488
3736,8.528559
3737,8.395767
3740,8.677028
3741,8.61658
3742,8.041133
3743,8.318672
3746,8.031523
3749,8.531241
3750,8.204283
3754,8.365637
3758,8.240127
3759,8.290512
3760,8.326374
3766,8.1006775
3767,7.9682426
3768,8.49958
3775,7.978195
3777,7.902603
3778,8.325979
3779,8.332644
3787,7.9172416
3788,7.9033766
3789,8.209124
3791,8.46195
3792,7.5876303
3793,7.999013
3799,8.39546
3800,8.052004
3804,8.128734
3805,8.212808
3809,8.340345
3812,8.214342
3813,8.976123
3815,7.7350245
3816,8.195196
3817,8.38818
3818,8.509562
3820,8.383965
3822,8.112593
3830,8.009897
3832,8.319177
3834,7.9271708
3835,8.387196
3837,8.212917
3838,8.638456
3840,8.058818
3845,8.25316
3847,8.060469
3848,8.166581
3849,8.537448
3850,8.305937
3851,8.555071
3854,8.315939
3856,8.049238
3858,8.437141
3859,8.47183
3860,8.062307
3861,8.152965
3862,8.534166
3864,8.169046
3865,8.754789
3866,8.44581
3869,8.207148
3872,8.148254
3874,8.198053
3876,8.390655
3879,8.263306
3880,8.340637
3882,8.428805
3883,8.428621
3884,8.216368
3890,8.213344
3892,8.37057
3897,8.467454
3899,7.9130373
3903,8.36299
3906,8.410464
3911,8.2010975
3915,8.089758
3916,8.052589
3918,8.402746
3919,8.358947
3922,8.371748
3926,8.104892
3930,8.185093
3937,8.036952
3940,8.24853
3943,7.9148383
3956,8.02603
3957,8.263346
3961,8.450697
3962,8.294968
3964,8.34949
3967,8.267831
3969,8.145254
3970,8.338636
3972,8.220335
3975,8.2759695
3980,7.901595
3981,8.100355
3982,8.213509
3983,8.350815
3988,8.056154
3989,8.298242
3994,8.459394
4002,7.974698
4003,8.370958
4004,8.285739
4006,8.205287
4009,8.256479
4011,8.162422
4012,8.518805
4015,8.315912
4016,8.372478
4018,7.8369956
4021,8.080476
4023,8.0809965
4024,8.372103
4026,8.199908
4027,8.020274
4028,8.575332
4029,8.214424
4032,8.112424
4033,8.30641
4036,8.622351
4038,8.42016
4040,8.327942
4042,8.12186
4043,8.104126
4045,8.258092
4048,8.280412
4050,8.423197
4051,8.203253
4056,8.224694
4060,8.343602
4066,7.9844575
4068,8.431507
4070,8.56575
4071,8.372668
4072,8.355889
4073,8.090023
4074,8.376654
4076,8.424235
4077,8.520904
4078,8.636781
4083,8.412783
4086,8.2900715
4088,8.089613
4090,8.209677
4091,8.332604
4094,8.423428
4095,8.198094
4100,8.2465925
4101,8.180731
4102,8.304934
4105,7.9875593
4107,8.193144
4109,8.127806
4110,8.345911
4111,8.194358
4112,8.287346
4114,8.200506
4116,8.373329
4117,8.268768
4118,8.650739
4119,8.06504
4123,8.291634
4125,8.304337
4131,8.239262
4134,8.209056
4138,8.318207
4139,7.7715273
4142,7.927233
4147,8.382783
4149,8.075255
4150,8.512537
4151,8.331826
4152,8.33
4156,8.179323
4158,8.573106
4160,8.293607
4166,8.456238
4167,8.400247
4168,8.295648
4170,8.43048
4177,8.419675
4178,8.068891
4181,8.1621475
4185,8.213119
4187,8.046325
4188,8.167032
4194,8.020886
4195,7.9056015
4198,8.56194
4200,8.117889
4202,8.267611
4205,8.103141
4208,8.243522
4209,8.218197
4210,8.162123
4211,8.350264
4212,8.379996
4218,8.214722
4220,8.310482
4224,8.0377445
4226,8.221901
4229,8.334729
4231,8.2194805
4236,8.24357
4238,8.503891
4239,8.262491
4240,8.326878
4242,7.895747
4244,8.341003
4252,8.311839
4258,8.257535
4259,7.918107
4261,8.3323765
4263,8.331993
4265,8.294228
4269,8.3464155
4271,8.144075
4272,8.317055
4277,8.549662
